age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
65,retired,married,primary,no,1760,no,no,cellular,18,aug,855,4,-1,0,unknown,yes
41,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,789,1,-1,0,unknown,yes
35,admin.,married,tertiary,no,690,no,no,cellular,16,oct,108,1,-1,0,unknown,no
27,technician,single,secondary,no,1601,no,no,cellular,4,feb,390,2,-1,0,unknown,no
57,blue-collar,married,primary,no,133,no,yes,cellular,30,jul,173,4,-1,0,unknown,no
46,management,divorced,secondary,no,558,no,no,cellular,19,aug,126,6,-1,0,unknown,no
56,admin.,married,secondary,no,33,no,yes,cellular,19,nov,111,1,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,3135,yes,yes,unknown,20,jun,160,3,-1,0,unknown,no
32,technician,single,secondary,no,210,yes,no,cellular,16,jul,298,2,-1,0,unknown,no
43,blue-collar,married,primary,no,56,no,no,cellular,12,may,365,2,-1,0,unknown,no
36,services,single,secondary,no,-267,yes,no,cellular,14,may,99,7,352,1,failure,no
24,student,single,secondary,no,689,no,no,cellular,8,sep,630,1,-1,0,unknown,yes
35,blue-collar,married,secondary,no,577,no,no,cellular,13,may,55,1,364,1,failure,no
51,blue-collar,married,primary,no,1126,yes,no,cellular,17,apr,326,3,-1,0,unknown,no
22,student,single,secondary,no,216,no,no,cellular,8,feb,363,1,187,1,success,yes
33,blue-collar,single,primary,no,577,yes,no,cellular,15,may,59,4,-1,0,unknown,no
26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,-1,0,unknown,yes
42,admin.,married,secondary,no,100,yes,no,cellular,3,feb,126,1,-1,0,unknown,no
41,blue-collar,single,secondary,no,6393,yes,no,cellular,15,may,128,3,-1,0,unknown,no
26,student,single,secondary,no,5296,no,no,cellular,5,mar,229,1,205,1,failure,yes
49,services,divorced,secondary,no,315,yes,no,unknown,9,may,117,2,-1,0,unknown,no
42,services,divorced,secondary,no,466,no,no,cellular,28,jan,48,1,-1,0,unknown,no
47,blue-collar,married,primary,no,4040,no,no,cellular,11,aug,53,5,-1,0,unknown,no
34,services,married,secondary,no,1337,no,no,cellular,12,aug,255,2,104,1,success,yes
27,blue-collar,single,secondary,no,181,no,no,unknown,13,may,147,1,-1,0,unknown,no
54,housemaid,divorced,secondary,yes,34,no,no,cellular,21,jul,208,3,-1,0,unknown,no
34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes
33,management,married,tertiary,no,1109,no,no,cellular,22,aug,306,2,-1,0,unknown,no
55,retired,married,tertiary,no,197,no,yes,cellular,8,jul,256,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,96,yes,no,cellular,13,apr,348,3,256,2,failure,yes
34,housemaid,married,tertiary,no,1265,yes,no,cellular,17,nov,118,1,164,3,failure,no
27,services,single,secondary,no,343,yes,no,cellular,20,apr,282,2,320,1,other,no
44,management,married,tertiary,no,1764,no,no,cellular,18,aug,70,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,240,yes,no,unknown,6,may,246,1,-1,0,unknown,no
36,management,married,tertiary,no,-26,no,no,cellular,17,apr,214,2,-1,0,unknown,no
32,blue-collar,single,primary,no,2507,yes,no,unknown,2,jun,215,1,-1,0,unknown,no
22,services,single,secondary,no,652,no,no,telephone,31,aug,139,1,-1,0,unknown,no
60,services,single,primary,no,313,yes,no,unknown,15,may,920,2,-1,0,unknown,yes
51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown,yes
26,student,single,tertiary,no,10086,no,no,cellular,21,apr,110,2,-1,0,unknown,yes
53,services,married,primary,no,49,no,no,unknown,28,may,152,1,-1,0,unknown,no
29,blue-collar,single,unknown,no,694,yes,yes,cellular,16,jul,1806,4,-1,0,unknown,yes
26,technician,single,secondary,no,33,no,no,cellular,23,jul,91,7,-1,0,unknown,no
32,technician,married,secondary,no,473,no,yes,cellular,7,may,292,3,-1,0,unknown,yes
34,technician,single,tertiary,yes,-6,no,no,cellular,28,aug,79,8,-1,0,unknown,no
41,technician,divorced,secondary,no,195,no,no,cellular,28,aug,260,1,-1,0,unknown,no
41,technician,married,secondary,no,1819,no,no,cellular,22,sep,397,1,371,3,failure,yes
42,blue-collar,married,secondary,no,250,yes,no,cellular,17,apr,42,3,-1,0,unknown,no
49,management,divorced,tertiary,no,348,no,no,cellular,30,oct,125,1,-1,0,unknown,yes
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,nov,172,1,91,5,success,yes
42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,115,2,-1,0,unknown,no
84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,unknown,yes
85,retired,married,primary,no,98,no,no,cellular,30,apr,416,1,-1,0,unknown,yes
37,technician,married,unknown,no,189,no,no,cellular,16,jun,162,2,-1,0,unknown,yes
57,housemaid,married,primary,no,411,yes,no,unknown,27,may,104,3,-1,0,unknown,no
51,blue-collar,divorced,primary,no,1236,yes,no,cellular,10,jul,613,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,0,yes,no,unknown,9,jul,137,16,-1,0,unknown,no
29,services,married,secondary,no,191,yes,no,cellular,17,apr,87,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,723,no,yes,cellular,17,jul,235,1,-1,0,unknown,no
71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,2,91,1,success,yes
35,management,married,tertiary,no,0,yes,no,cellular,16,apr,563,1,-1,0,unknown,no
35,management,single,tertiary,no,62,yes,no,cellular,5,may,214,4,15,3,success,no
25,entrepreneur,married,tertiary,no,37,yes,yes,unknown,8,may,453,2,-1,0,unknown,no
31,management,single,tertiary,no,533,no,no,telephone,12,may,372,1,90,10,success,yes
30,management,married,tertiary,no,14,no,no,cellular,24,jul,90,2,-1,0,unknown,no
31,technician,single,secondary,no,2388,no,no,cellular,5,aug,123,1,-1,0,unknown,no
25,admin.,single,secondary,no,2816,no,no,cellular,30,apr,327,1,-1,0,unknown,yes
66,admin.,married,secondary,no,4041,no,no,cellular,14,jun,713,2,-1,0,unknown,yes
31,technician,single,secondary,no,102,yes,no,telephone,17,apr,460,2,345,2,failure,no
44,unemployed,divorced,tertiary,no,0,no,no,cellular,5,feb,1960,3,-1,0,unknown,yes
30,admin.,married,tertiary,no,400,yes,no,cellular,7,may,223,1,-1,0,unknown,no
36,technician,single,secondary,no,5436,yes,no,unknown,20,may,443,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,9359,yes,no,unknown,15,may,197,1,-1,0,unknown,no
49,services,married,secondary,no,-8,yes,no,unknown,8,may,1119,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,-63,yes,no,unknown,30,may,198,1,-1,0,unknown,no
32,management,single,tertiary,no,7419,yes,no,unknown,18,jun,248,29,-1,0,unknown,no
44,housemaid,married,primary,no,2388,no,no,cellular,21,nov,570,2,-1,0,unknown,no
36,self-employed,divorced,secondary,no,-38,yes,no,cellular,18,nov,244,2,-1,0,unknown,no
23,student,single,tertiary,no,113,no,no,cellular,17,nov,266,1,-1,0,unknown,yes
41,admin.,married,tertiary,no,1,yes,no,telephone,18,may,327,2,361,3,failure,yes
46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,may,523,2,353,58,other,yes
29,unemployed,single,tertiary,no,497,yes,no,cellular,18,may,642,3,298,6,success,yes
39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes
29,blue-collar,married,primary,no,6,yes,no,cellular,5,may,39,5,349,2,other,no
31,technician,single,secondary,no,2305,no,no,cellular,4,aug,139,1,-1,0,unknown,no
47,unemployed,married,secondary,no,2024,no,no,unknown,9,jun,169,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,1407,1,-1,0,unknown,yes
30,blue-collar,married,secondary,no,0,yes,yes,cellular,10,jul,1399,1,-1,0,unknown,yes
70,retired,divorced,primary,no,275,no,no,cellular,15,apr,82,1,-1,0,unknown,yes
43,technician,married,secondary,no,4056,no,no,cellular,4,may,13,6,89,2,failure,no
31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,1022,4,-1,0,unknown,yes
45,admin.,married,secondary,no,149,yes,no,unknown,23,may,893,3,-1,0,unknown,yes
28,student,single,secondary,no,246,yes,no,unknown,14,may,162,4,-1,0,unknown,no
42,management,single,secondary,no,164,no,no,cellular,20,aug,500,2,-1,0,unknown,no
54,blue-collar,married,secondary,no,0,no,no,cellular,19,aug,87,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,0,no,no,cellular,29,aug,66,17,-1,0,unknown,no
58,blue-collar,married,secondary,no,0,no,no,cellular,18,aug,27,17,-1,0,unknown,no
47,entrepreneur,single,tertiary,no,77,yes,yes,cellular,7,may,308,1,335,3,failure,no
26,technician,single,tertiary,no,43,yes,yes,cellular,29,jan,169,3,246,1,failure,no
50,admin.,married,secondary,no,3636,no,no,unknown,28,may,290,1,-1,0,unknown,no
82,retired,married,unknown,no,211,no,no,telephone,22,apr,195,3,-1,0,unknown,no
57,retired,divorced,primary,no,698,no,no,telephone,1,jun,53,2,-1,0,unknown,no
28,services,single,secondary,no,340,yes,no,cellular,24,jul,821,2,-1,0,unknown,yes
43,entrepreneur,single,tertiary,no,42,no,no,cellular,7,jul,285,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,331,yes,no,unknown,17,jun,116,3,-1,0,unknown,no
36,services,married,secondary,no,0,no,no,cellular,30,jul,843,2,-1,0,unknown,yes
35,blue-collar,single,secondary,no,0,yes,no,cellular,11,may,371,1,305,1,failure,no
28,technician,single,secondary,no,34,yes,no,cellular,4,feb,16,6,268,4,failure,no
31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,71,1,223,9,other,no
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,10,aug,290,1,-1,0,unknown,yes
29,management,single,tertiary,no,9407,no,no,cellular,4,may,267,6,-1,0,unknown,yes
35,technician,married,tertiary,no,1473,yes,no,unknown,12,may,84,3,-1,0,unknown,no
72,retired,married,primary,no,1612,no,no,cellular,7,aug,530,2,-1,0,unknown,yes
36,blue-collar,single,secondary,no,103,yes,no,cellular,15,may,200,5,-1,0,unknown,no
32,self-employed,married,secondary,no,409,no,no,cellular,9,mar,217,2,-1,0,unknown,yes
32,services,single,secondary,no,259,yes,no,unknown,27,may,363,2,-1,0,unknown,no
31,technician,single,tertiary,no,13711,yes,no,cellular,20,nov,1532,3,-1,0,unknown,yes
39,management,divorced,secondary,no,51,no,no,unknown,17,jun,334,2,-1,0,unknown,no
30,unemployed,married,secondary,no,1210,no,no,cellular,9,jul,100,4,-1,0,unknown,no
36,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,284,1,171,1,failure,yes
38,housemaid,divorced,secondary,no,70,no,no,cellular,1,jun,263,1,-1,0,unknown,yes
57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no
46,technician,married,secondary,no,475,no,yes,cellular,23,jul,158,2,-1,0,unknown,no
40,management,married,tertiary,no,384,no,no,cellular,20,apr,200,3,327,2,failure,no
46,admin.,single,secondary,no,13,no,no,unknown,2,jun,71,4,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,206,no,no,cellular,15,jun,88,2,-1,0,unknown,no
48,technician,married,secondary,no,-280,yes,yes,cellular,18,jul,300,1,-1,0,unknown,no
41,blue-collar,married,primary,no,1052,yes,yes,unknown,12,may,335,1,-1,0,unknown,no
34,self-employed,single,unknown,no,687,yes,no,cellular,14,may,99,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,117,yes,no,unknown,4,jun,52,1,-1,0,unknown,no
45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes
32,management,married,tertiary,no,3387,yes,no,cellular,15,may,1111,5,-1,0,unknown,yes
52,unemployed,married,secondary,no,94,no,no,cellular,10,feb,153,1,92,13,success,yes
33,technician,married,secondary,no,7621,no,no,cellular,21,aug,68,1,-1,0,unknown,no
60,retired,married,tertiary,no,3461,no,no,cellular,3,feb,128,2,-1,0,unknown,no
57,management,married,tertiary,no,1410,yes,no,cellular,10,jul,185,1,-1,0,unknown,no
57,blue-collar,married,primary,no,1610,no,no,telephone,16,mar,147,1,-1,0,unknown,no
79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown,yes
47,housemaid,married,secondary,no,131,no,no,cellular,8,aug,148,1,-1,0,unknown,no
33,admin.,married,primary,no,499,no,no,cellular,17,apr,95,3,-1,0,unknown,no
52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,-1,0,unknown,yes
46,blue-collar,single,secondary,no,338,yes,no,cellular,20,apr,178,4,-1,0,unknown,no
31,management,single,tertiary,no,170,yes,yes,cellular,5,may,168,1,265,2,failure,no
37,services,married,secondary,no,692,yes,no,telephone,20,nov,42,1,-1,0,unknown,no
56,self-employed,married,secondary,no,549,no,yes,unknown,20,jun,181,2,-1,0,unknown,no
60,retired,married,secondary,no,197,no,no,cellular,7,oct,1386,1,-1,0,unknown,no
45,management,divorced,tertiary,no,0,no,no,cellular,26,aug,392,2,-1,0,unknown,no
85,retired,married,primary,no,12114,no,no,telephone,12,feb,165,2,-1,0,unknown,yes
45,blue-collar,married,primary,no,-60,no,no,cellular,31,jul,110,4,-1,0,unknown,no
49,technician,married,secondary,yes,410,no,no,cellular,27,aug,117,7,-1,0,unknown,no
35,blue-collar,married,primary,no,2953,yes,no,telephone,6,may,97,2,-1,0,unknown,no
37,management,married,tertiary,no,412,yes,no,unknown,21,may,110,4,-1,0,unknown,no
29,services,single,secondary,no,79,yes,no,cellular,6,may,811,1,334,3,other,no
29,blue-collar,married,secondary,no,185,yes,yes,unknown,5,jun,471,3,-1,0,unknown,no
43,technician,married,secondary,no,536,yes,no,cellular,17,nov,77,1,-1,0,unknown,no
29,student,single,secondary,no,459,no,no,cellular,15,dec,279,3,189,19,other,yes
51,management,married,tertiary,no,346,no,no,cellular,12,feb,122,1,92,5,success,yes
46,entrepreneur,divorced,secondary,no,2514,yes,no,cellular,20,nov,68,2,-1,0,unknown,no
40,blue-collar,married,primary,no,2133,yes,yes,cellular,6,apr,377,3,325,1,failure,no
42,services,married,secondary,no,1048,yes,no,unknown,15,may,51,1,-1,0,unknown,no
31,technician,single,secondary,no,1062,no,no,cellular,18,nov,835,1,-1,0,unknown,no
35,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445,2,95,1,failure,yes
42,blue-collar,married,primary,no,271,yes,no,unknown,8,may,84,4,-1,0,unknown,no
54,self-employed,married,tertiary,no,1510,no,no,telephone,5,jun,800,2,-1,0,unknown,no
44,management,married,tertiary,no,1058,no,no,cellular,11,mar,188,3,-1,0,unknown,yes
44,blue-collar,married,secondary,no,2092,no,yes,unknown,18,jun,452,1,-1,0,unknown,no
42,management,single,tertiary,no,270,yes,no,cellular,31,jul,68,5,-1,0,unknown,no
55,unemployed,married,secondary,no,2489,no,no,cellular,30,jul,207,1,-1,0,unknown,no
45,management,married,tertiary,no,0,yes,no,cellular,5,may,469,2,342,1,failure,no
61,housemaid,married,primary,no,175,no,no,telephone,3,dec,237,1,-1,0,unknown,no
47,admin.,married,secondary,no,1358,yes,no,cellular,14,may,80,4,-1,0,unknown,no
26,self-employed,single,tertiary,no,16563,yes,no,cellular,18,may,245,1,-1,0,unknown,no
31,technician,single,tertiary,no,703,yes,no,unknown,8,may,943,2,-1,0,unknown,yes
54,technician,married,secondary,no,10185,no,no,cellular,10,aug,559,1,70,2,other,yes
46,unemployed,married,secondary,no,-125,yes,no,unknown,6,may,23,1,-1,0,unknown,no
28,student,single,tertiary,no,5741,no,no,cellular,10,sep,1042,5,200,3,failure,yes
24,admin.,single,secondary,no,1295,no,no,cellular,21,apr,476,1,-1,0,unknown,yes
42,management,married,tertiary,no,263,yes,no,unknown,7,may,254,1,-1,0,unknown,no
36,unemployed,married,secondary,no,533,yes,no,cellular,2,feb,619,1,272,1,failure,no
30,blue-collar,married,secondary,no,-71,yes,no,cellular,6,may,165,2,-1,0,unknown,no
48,blue-collar,single,primary,no,0,no,no,unknown,18,jun,71,1,-1,0,unknown,no
31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,yes
27,blue-collar,married,secondary,no,0,yes,no,cellular,17,jul,444,6,-1,0,unknown,no
31,blue-collar,single,secondary,yes,-9,yes,yes,unknown,11,jun,115,16,-1,0,unknown,no
39,technician,married,secondary,no,10685,yes,no,cellular,25,jul,1369,9,-1,0,unknown,yes
33,management,divorced,tertiary,no,802,no,no,cellular,6,feb,401,1,-1,0,unknown,no
59,technician,married,secondary,no,2342,no,yes,telephone,23,jul,226,1,-1,0,unknown,no
41,management,married,tertiary,no,185,no,no,cellular,21,aug,286,12,-1,0,unknown,no
54,retired,divorced,tertiary,no,3076,no,no,cellular,27,may,367,2,-1,0,unknown,yes
53,admin.,married,secondary,no,0,no,no,telephone,6,sep,353,1,655,5,failure,no
30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,286,6,failure,yes
44,blue-collar,married,primary,no,612,yes,yes,cellular,3,apr,1091,1,135,1,failure,no
49,technician,married,secondary,no,808,yes,no,cellular,28,jan,1232,1,-1,0,unknown,yes
29,admin.,single,secondary,no,305,yes,no,cellular,18,may,18,4,304,1,failure,no
38,blue-collar,married,primary,no,1,yes,no,cellular,7,may,154,1,-1,0,unknown,no
41,technician,married,secondary,no,476,yes,yes,cellular,18,nov,132,1,-1,0,unknown,no
25,services,single,secondary,yes,57,yes,yes,unknown,13,may,190,5,-1,0,unknown,no
55,management,married,tertiary,no,505,yes,yes,unknown,29,may,135,2,-1,0,unknown,no
41,self-employed,married,secondary,no,2812,yes,no,unknown,3,jun,447,1,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,83,yes,no,cellular,21,nov,70,2,-1,0,unknown,no
48,blue-collar,divorced,primary,no,183,no,no,unknown,9,jun,940,1,-1,0,unknown,yes
34,services,single,secondary,no,194,yes,yes,cellular,15,apr,149,1,268,2,other,no
29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,3,-1,0,unknown,yes
51,entrepreneur,divorced,secondary,no,1,yes,yes,cellular,31,jul,300,1,-1,0,unknown,no
34,unemployed,married,secondary,no,978,no,no,cellular,3,jun,262,2,71,1,success,yes
31,blue-collar,married,primary,no,48,yes,no,cellular,28,jul,209,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,no,unknown,30,may,376,3,-1,0,unknown,no
48,technician,married,primary,no,235,no,no,cellular,9,sep,386,2,191,3,success,yes
35,management,married,tertiary,no,337,no,no,cellular,11,aug,177,5,-1,0,unknown,no
42,blue-collar,married,secondary,no,352,yes,no,cellular,11,may,79,3,-1,0,unknown,no
55,services,divorced,secondary,no,72,yes,yes,unknown,15,may,384,4,-1,0,unknown,no
45,blue-collar,married,primary,no,2128,yes,no,unknown,19,may,149,4,-1,0,unknown,no
29,student,single,unknown,no,145,no,no,cellular,14,aug,105,1,-1,0,unknown,no
30,unemployed,married,secondary,no,1566,no,no,cellular,19,nov,73,1,-1,0,unknown,no
46,management,divorced,tertiary,no,0,no,yes,cellular,29,aug,38,6,-1,0,unknown,no
57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,797,2,-1,0,unknown,yes
31,admin.,married,secondary,no,3540,yes,no,cellular,21,nov,441,1,-1,0,unknown,no
30,blue-collar,single,primary,no,105,yes,no,cellular,5,feb,131,1,265,1,failure,no
35,admin.,married,secondary,no,-203,yes,no,cellular,11,jul,1649,2,-1,0,unknown,yes
47,admin.,married,secondary,no,0,no,no,cellular,9,apr,159,1,-1,0,unknown,no
28,services,single,secondary,no,94,yes,no,cellular,16,apr,300,1,-1,0,unknown,no
34,blue-collar,single,secondary,yes,-369,yes,no,unknown,23,may,353,2,-1,0,unknown,no
49,management,divorced,tertiary,yes,0,yes,no,unknown,12,may,345,2,-1,0,unknown,no
43,management,married,tertiary,no,143,no,no,cellular,19,aug,101,2,-1,0,unknown,no
31,technician,married,tertiary,no,636,yes,no,cellular,4,may,352,4,-1,0,unknown,yes
39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,146,2,264,1,other,yes
41,services,married,secondary,no,4283,yes,no,unknown,12,jun,112,1,-1,0,unknown,no
32,self-employed,married,tertiary,no,312,yes,no,unknown,9,may,262,2,-1,0,unknown,no
41,technician,married,secondary,no,102,yes,yes,unknown,14,may,387,9,-1,0,unknown,no
51,management,married,secondary,no,1250,yes,no,cellular,12,may,209,2,-1,0,unknown,no
33,management,married,secondary,no,369,no,no,cellular,11,feb,446,1,-1,0,unknown,yes
48,management,married,tertiary,yes,0,no,yes,unknown,18,jun,103,1,-1,0,unknown,no
44,services,married,secondary,no,27,no,no,cellular,25,may,485,1,-1,0,unknown,no
34,entrepreneur,married,secondary,yes,-538,yes,no,cellular,20,apr,428,1,-1,0,unknown,no
39,self-employed,married,tertiary,no,585,yes,no,cellular,18,nov,48,1,181,3,failure,no
30,management,married,tertiary,no,2994,yes,no,cellular,26,mar,156,1,137,1,other,no
25,student,single,secondary,no,1765,yes,no,telephone,14,apr,111,3,326,2,failure,no
51,technician,married,secondary,no,220,yes,no,unknown,7,may,421,2,-1,0,unknown,no
33,self-employed,married,tertiary,no,1676,yes,no,cellular,12,mar,102,2,184,2,failure,no
35,services,married,secondary,no,2135,no,no,unknown,11,jun,436,1,-1,0,unknown,no
67,retired,married,primary,no,585,no,no,cellular,12,jan,164,1,148,1,failure,no
41,blue-collar,married,primary,no,410,yes,no,unknown,14,may,85,4,-1,0,unknown,no
42,unemployed,married,secondary,no,583,yes,no,unknown,12,jun,153,6,-1,0,unknown,no
35,management,single,tertiary,no,1891,yes,no,cellular,3,feb,188,3,270,5,failure,no
26,services,single,primary,no,179,yes,yes,cellular,28,jul,333,4,-1,0,unknown,no
56,blue-collar,married,secondary,no,249,yes,no,unknown,29,may,791,2,-1,0,unknown,yes
23,student,single,secondary,no,922,no,no,cellular,28,may,538,2,184,9,failure,yes
22,blue-collar,single,secondary,no,0,yes,no,unknown,23,may,816,2,-1,0,unknown,no
34,housemaid,married,tertiary,no,4958,yes,no,cellular,20,apr,11,5,152,2,failure,no
44,blue-collar,single,secondary,no,0,no,no,cellular,20,apr,133,1,-1,0,unknown,yes
50,retired,divorced,secondary,no,4861,no,no,unknown,20,jun,61,3,-1,0,unknown,no
41,unknown,married,unknown,no,779,no,no,cellular,30,jul,647,10,-1,0,unknown,no
32,technician,single,secondary,no,1819,yes,no,cellular,20,apr,62,1,340,2,failure,no
61,self-employed,divorced,tertiary,no,6,yes,no,cellular,14,apr,133,2,-1,0,unknown,yes
48,self-employed,married,secondary,no,4746,yes,no,unknown,21,may,32,11,-1,0,unknown,no
41,management,married,tertiary,no,4063,yes,no,cellular,12,may,14,5,172,2,failure,no
38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,success,yes
47,management,married,tertiary,no,509,no,yes,cellular,21,aug,898,4,-1,0,unknown,no
26,blue-collar,married,secondary,no,352,yes,no,cellular,8,apr,213,3,317,4,other,no
60,technician,divorced,tertiary,no,1900,yes,no,unknown,29,may,77,3,-1,0,unknown,no
71,retired,married,primary,no,3230,no,no,cellular,24,may,341,2,133,3,failure,yes
26,admin.,married,secondary,no,710,yes,yes,unknown,6,jun,1276,2,-1,0,unknown,yes
58,housemaid,divorced,primary,no,3858,no,no,telephone,29,jul,53,6,-1,0,unknown,no
35,self-employed,divorced,secondary,no,3443,no,no,cellular,30,jul,409,4,-1,0,unknown,no
30,blue-collar,married,secondary,no,-99,yes,no,cellular,15,may,144,5,-1,0,unknown,no
44,technician,single,unknown,no,1431,no,no,cellular,16,jul,199,2,-1,0,unknown,no
49,admin.,married,secondary,no,1403,no,no,cellular,3,feb,124,2,180,2,failure,no
32,blue-collar,divorced,secondary,no,86,no,yes,unknown,19,may,703,1,-1,0,unknown,no
38,entrepreneur,single,tertiary,yes,-38,yes,no,cellular,18,may,119,4,-1,0,unknown,no
59,self-employed,married,unknown,no,59,no,no,cellular,12,aug,171,2,-1,0,unknown,no
40,entrepreneur,married,tertiary,no,1729,yes,no,cellular,12,may,85,1,-1,0,unknown,no
40,services,single,secondary,no,23,yes,no,unknown,8,may,179,5,-1,0,unknown,no
38,technician,married,secondary,no,4539,no,no,cellular,16,sep,387,1,-1,0,unknown,yes
30,technician,single,secondary,no,57,no,no,cellular,2,feb,465,2,-1,0,unknown,no
33,admin.,married,secondary,no,17,yes,no,cellular,13,may,74,1,351,1,failure,no
31,admin.,married,secondary,no,-36,yes,yes,unknown,4,jul,64,1,-1,0,unknown,no
27,technician,single,secondary,no,2293,yes,no,cellular,18,may,317,3,364,1,other,no
45,blue-collar,married,secondary,no,240,no,no,cellular,18,aug,181,7,-1,0,unknown,no
33,services,married,secondary,no,2533,yes,no,cellular,18,may,16,6,180,2,other,no
27,blue-collar,married,primary,no,0,no,no,telephone,2,feb,45,1,-1,0,unknown,no
33,blue-collar,single,primary,no,279,yes,no,unknown,15,may,113,1,-1,0,unknown,no
37,management,married,tertiary,no,586,yes,no,cellular,11,jul,141,2,-1,0,unknown,no
42,services,married,primary,no,124,yes,no,cellular,2,feb,164,2,262,2,failure,no
28,services,single,secondary,no,1136,no,no,cellular,28,jul,89,3,-1,0,unknown,no
35,technician,single,secondary,no,1708,yes,no,unknown,2,jun,110,3,-1,0,unknown,no
56,admin.,divorced,secondary,no,985,no,yes,cellular,18,aug,150,2,-1,0,unknown,no
26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,137,1,-1,0,unknown,yes
57,technician,divorced,secondary,no,2710,yes,yes,unknown,7,may,333,1,-1,0,unknown,no
43,self-employed,married,secondary,no,0,no,no,cellular,25,sep,399,2,-1,0,unknown,no
47,management,married,unknown,no,1046,no,no,unknown,9,jun,83,1,-1,0,unknown,no
37,management,married,tertiary,no,708,yes,no,cellular,27,feb,32,4,225,3,failure,no
40,self-employed,married,secondary,no,167,yes,yes,cellular,8,may,380,4,295,1,failure,no
38,services,married,secondary,no,934,yes,no,cellular,14,may,715,1,-1,0,unknown,yes
29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,296,1,other,yes
24,technician,single,secondary,no,409,yes,no,unknown,16,may,912,1,-1,0,unknown,yes
36,management,married,tertiary,no,0,no,yes,cellular,4,aug,89,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,1374,yes,no,unknown,30,may,378,1,-1,0,unknown,no
45,management,married,tertiary,no,160,no,no,cellular,30,apr,619,1,-1,0,unknown,yes
42,self-employed,married,tertiary,no,5,yes,no,unknown,13,may,853,1,-1,0,unknown,no
32,services,married,secondary,no,914,no,no,cellular,15,jun,372,1,-1,0,unknown,yes
53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,failure,yes
49,retired,single,primary,no,25824,no,no,unknown,17,jun,94,1,-1,0,unknown,no
30,admin.,single,secondary,no,313,yes,no,cellular,4,feb,1121,2,-1,0,unknown,yes
45,entrepreneur,married,tertiary,no,20138,yes,no,cellular,20,nov,871,5,-1,0,unknown,yes
52,admin.,married,primary,no,448,yes,no,cellular,7,may,82,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,1735,yes,no,cellular,20,apr,89,1,-1,0,unknown,no
32,unemployed,married,secondary,no,2996,yes,no,unknown,19,may,68,1,-1,0,unknown,no
44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,2093,1,-1,0,unknown,yes
30,management,single,tertiary,no,4,yes,no,cellular,4,jun,105,1,-1,0,unknown,no
43,admin.,married,secondary,yes,-204,yes,no,unknown,26,may,163,2,-1,0,unknown,no
